Source;Target;Weight;Type
bus.Spot@2cb3d0f7;bus.Spot@4e517165;1;Directed
bus.Spot@44e3760b;bus.Spot@6a66a204;1;Directed
bus.Spot@5860f3d7;bus.Spot@1d7f7be7;4;Directed
bus.Spot@42f3156d;bus.Spot@1ddae9b5;1;Directed
bus.Spot@427b5f92;bus.Spot@24bdb479;1;Directed
bus.Spot@7e3f95fe;bus.Spot@34625ccd;2;Directed
bus.Spot@2c7d121c;bus.Spot@65aa6596;3;Directed
bus.Spot@67389cb8;bus.Spot@419a20a6;1;Directed
bus.Spot@533377b;bus.Spot@3383649e;1;Directed
bus.Spot@10fde30a;bus.Spot@f27ea3;1;Directed
bus.Spot@1ce61929;bus.Spot@346939bf;3;Directed
bus.Spot@4bf3798b;bus.Spot@58670130;1;Directed
bus.Spot@74e47444;bus.Spot@9bd0fa6;1;Directed
bus.Spot@59d2103b;bus.Spot@39dcf4b0;2;Directed
bus.Spot@6e4de19b;bus.Spot@f6c03cb;1;Directed
bus.Spot@46f699d5;bus.Spot@18518ccf;1;Directed
bus.Spot@1991f767;bus.Spot@768ccdc5;3;Directed
bus.Spot@4c6daf0;bus.Spot@10650953;1;Directed
bus.Spot@659eef7;bus.Spot@162be91c;1;Directed
bus.Spot@2488b073;bus.Spot@1c9f0a20;1;Directed
bus.Spot@55787112;bus.Spot@1cd201a8;1;Directed
bus.Spot@7db82169;bus.Spot@1992eaf4;1;Directed
bus.Spot@f74e835;bus.Spot@3276732;1;Directed
bus.Spot@3f28bd56;bus.Spot@31e3250d;1;Directed
bus.Spot@19fe4644;bus.Spot@21d8bcbe;1;Directed
bus.Spot@5be067de;bus.Spot@7383eae2;2;Directed
bus.Spot@18245eb0;bus.Spot@7c7d3c46;2;Directed
bus.Spot@24fb6a80;bus.Spot@48c35007;7;Directed
bus.Spot@72a85671;bus.Spot@6722db6e;1;Directed
bus.Spot@18f20260;bus.Spot@4ae33a11;1;Directed
bus.Spot@7a48e6e2;bus.Spot@b40bb6e;3;Directed
bus.Spot@3a94964;bus.Spot@5049d8b2;4;Directed
bus.Spot@6d0b5baf;bus.Spot@631e06ab;1;Directed
bus.Spot@2a3591c5;bus.Spot@34a75079;4;Directed
bus.Spot@346a361;bus.Spot@107ed6fc;3;Directed
bus.Spot@1643d68f;bus.Spot@186978a6;1;Directed
bus.Spot@2e029d61;bus.Spot@482d776b;1;Directed
bus.Spot@4052274f;bus.Spot@132ddbab;2;Directed
bus.Spot@297ea53a;bus.Spot@acb0951;1;Directed
bus.Spot@5bf22f18;bus.Spot@267f474e;1;Directed
bus.Spot@7a7471ce;bus.Spot@28276e50;5;Directed
bus.Spot@62e70ea3;bus.Spot@3efe7086;3;Directed
bus.Spot@675d8c96;bus.Spot@741b3bc3;2;Directed
bus.Spot@2ed3b1f5;bus.Spot@63648ee9;1;Directed
bus.Spot@68d6972f;bus.Spot@45be7cd5;1;Directed
bus.Spot@7651218e;bus.Spot@3185fa6b;6;Directed
bus.Spot@6d366c9b;bus.Spot@5b58ed3c;1;Directed
bus.Spot@24faea88;bus.Spot@3a320ade;1;Directed
bus.Spot@64beebb7;bus.Spot@7813cb11;1;Directed
bus.Spot@bcec031;bus.Spot@21005f6c;3;Directed
bus.Spot@32f0fba8;bus.Spot@545de5a4;1;Directed
bus.Spot@29ef6856;bus.Spot@ab7a938;2;Directed
bus.Spot@3faf2e7d;bus.Spot@4648ce9;2;Directed
bus.Spot@569bf9eb;bus.Spot@61526469;1;Directed
bus.Spot@274872f8;bus.Spot@76ba13c;1;Directed
bus.Spot@eb6449b;bus.Spot@7c351808;3;Directed
bus.Spot@180e6ac4;bus.Spot@42b64ab8;1;Directed
bus.Spot@7e985ce9;bus.Spot@2a39fe6a;4;Directed
bus.Spot@410ae9a3;bus.Spot@319988b0;3;Directed
bus.Spot@d5ae57e;bus.Spot@68759011;2;Directed
bus.Spot@7e242b4d;bus.Spot@305f031;2;Directed
bus.Spot@592e843a;bus.Spot@1d1f7216;1;Directed
bus.Spot@423e4cbb;bus.Spot@6e16b8b5;1;Directed
bus.Spot@43b4fe19;bus.Spot@25ddbbbb;1;Directed
bus.Spot@1536602f;bus.Spot@4ebea12c;3;Directed
bus.Spot@2a1edad4;bus.Spot@6256ac4f;1;Directed
bus.Spot@44c79f32;bus.Spot@7fcbe147;1;Directed
bus.Spot@235f4c10;bus.Spot@743cb8e0;2;Directed
bus.Spot@c7a975a;bus.Spot@2c1b9e4b;1;Directed
bus.Spot@757d6814;bus.Spot@649725e3;1;Directed
bus.Spot@3c0fae6c;bus.Spot@4c168660;1;Directed
bus.Spot@52b56a3e;bus.Spot@fd0e5b6;1;Directed
bus.Spot@4eed46ee;bus.Spot@36b0fcd5;1;Directed
bus.Spot@4fad94a7;bus.Spot@475835b1;4;Directed
bus.Spot@6326d182;bus.Spot@5241cf67;1;Directed
bus.Spot@716a7124;bus.Spot@77192705;1;Directed
bus.Spot@226642a5;bus.Spot@7e809b79;6;Directed
bus.Spot@5cc126dc;bus.Spot@625e134e;2;Directed
bus.Spot@72bd06ca;bus.Spot@89c10b7;7;Directed
bus.Spot@5dbe30be;bus.Spot@4fe89c24;5;Directed
bus.Spot@55795845;bus.Spot@3d08f3f5;1;Directed
bus.Spot@119f1f2a;bus.Spot@1a1da881;1;Directed
bus.Spot@5b970f7;bus.Spot@7fd4acee;1;Directed
bus.Spot@165b8a71;bus.Spot@6175619b;2;Directed
bus.Spot@2f058b8a;bus.Spot@756cf158;1;Directed
bus.Spot@3f2ef586;bus.Spot@751d3241;2;Directed
bus.Spot@76c7beb3;bus.Spot@64337702;4;Directed
bus.Spot@2cf92cc7;bus.Spot@30ea8c23;3;Directed
bus.Spot@7b139eab;bus.Spot@4e76dac;1;Directed
bus.Spot@611df6e3;bus.Spot@5f2f577;1;Directed
bus.Spot@6273c5a4;bus.Spot@5d465e4b;1;Directed
bus.Spot@53e211ee;bus.Spot@41a90fa8;2;Directed
bus.Spot@3d8bbcdc;bus.Spot@52500920;1;Directed
bus.Spot@117e0fe5;bus.Spot@18a3962d;2;Directed
bus.Spot@78aea4b9;bus.Spot@2a65bb85;2;Directed
bus.Spot@4b85880b;bus.Spot@4f936da8;5;Directed
bus.Spot@4215838f;bus.Spot@452ba1db;1;Directed
bus.Spot@2289aca5;bus.Spot@76a36b71;4;Directed
bus.Spot@184497d1;bus.Spot@f9d87b;4;Directed
bus.Spot@6ffab045;bus.Spot@26fb628;3;Directed
bus.Spot@3e2943ab;bus.Spot@70dd7e15;3;Directed
bus.Spot@4a9f80d3;bus.Spot@35beb15e;1;Directed
bus.Spot@41fe9859;bus.Spot@5ac86ba5;1;Directed
bus.Spot@6c67e137;bus.Spot@2c9399a4;3;Directed
bus.Spot@191ae03f;bus.Spot@9635fa;1;Directed
bus.Spot@53ab0286;bus.Spot@63c5efee;2;Directed
bus.Spot@2d10e0b1;bus.Spot@1c98290c;2;Directed
bus.Spot@172ca72b;bus.Spot@5bda80bf;1;Directed
bus.Spot@71e5f61d;bus.Spot@2ce86164;2;Directed
bus.Spot@5e8f9e2d;bus.Spot@51df223b;1;Directed
bus.Spot@fd46303;bus.Spot@60d8c0dc;1;Directed
bus.Spot@4204541c;bus.Spot@6a62689d;4;Directed
bus.Spot@4602c2a9;bus.Spot@60fa3495;5;Directed
bus.Spot@3e2822;bus.Spot@79e18e38;2;Directed
bus.Spot@29a60c27;bus.Spot@1849db1a;2;Directed
bus.Spot@69c79f09;bus.Spot@1ca25c47;1;Directed
bus.Spot@5fcacc0;bus.Spot@533b266e;1;Directed
bus.Spot@6d1d4d7;bus.Spot@89ff02e;1;Directed
bus.Spot@6865c751;bus.Spot@62679465;3;Directed
bus.Spot@6a988392;bus.Spot@1d71006f;2;Directed
bus.Spot@5b6813df;bus.Spot@5f2606b;5;Directed
bus.Spot@2b58f754;bus.Spot@3ebff828;1;Directed
bus.Spot@2552f2cb;bus.Spot@33352f32;2;Directed
bus.Spot@5f3b9c57;bus.Spot@1e044120;2;Directed
bus.Spot@2cf23c81;bus.Spot@3624da92;1;Directed
bus.Spot@35fe2125;bus.Spot@94f6bfb;1;Directed
bus.Spot@34645867;bus.Spot@2484f433;1;Directed
bus.Spot@60b71e8f;bus.Spot@1255b1d1;1;Directed
bus.Spot@464649c;bus.Spot@7c22d4f;2;Directed
bus.Spot@5f59185e;bus.Spot@60bdf15d;2;Directed
bus.Spot@47da3952;bus.Spot@51e4ccb3;1;Directed
bus.Spot@46e8a539;bus.Spot@495083a0;1;Directed
bus.Spot@5fd62371;bus.Spot@28a0fd6c;1;Directed
bus.Spot@2b62442c;bus.Spot@66629f63;1;Directed
bus.Spot@841e575;bus.Spot@27a5328c;4;Directed
bus.Spot@1e5f4170;bus.Spot@6c345c5f;1;Directed
bus.Spot@6b5966e1;bus.Spot@65e61854;1;Directed
bus.Spot@1568159;bus.Spot@4fcee388;1;Directed
bus.Spot@6f80fafe;bus.Spot@3af17be2;1;Directed
bus.Spot@f9879ac;bus.Spot@37f21974;3;Directed
bus.Spot@5f4d427e;bus.Spot@6e521c1e;1;Directed
bus.Spot@224b4d61;bus.Spot@5d5d9e5;1;Directed
bus.Spot@303e3593;bus.Spot@4ef27d66;1;Directed
bus.Spot@362a019c;bus.Spot@1d9bec4d;1;Directed
bus.Spot@5c48c0c0;bus.Spot@10c8f62;2;Directed
bus.Spot@674c583e;bus.Spot@25f7391e;2;Directed
bus.Spot@3f23a3a0;bus.Spot@5ab14cb9;1;Directed
bus.Spot@5fb97279;bus.Spot@439a8f59;1;Directed
bus.Spot@61861a29;bus.Spot@31024624;1;Directed
bus.Spot@25bcd0c7;bus.Spot@32cb636e;2;Directed
bus.Spot@63cd604c;bus.Spot@40dd3977;1;Directed
bus.Spot@3a4e343;bus.Spot@6a1d204a;3;Directed
bus.Spot@62dae245;bus.Spot@4b6579e8;5;Directed
bus.Spot@6fff253c;bus.Spot@6c6357f9;3;Directed
bus.Spot@591e58fa;bus.Spot@3954d008;2;Directed
bus.Spot@2f94c4db;bus.Spot@593e824f;2;Directed
bus.Spot@72ccd81a;bus.Spot@6d8792db;1;Directed
bus.Spot@64bc21ac;bus.Spot@493dfb8e;2;Directed
bus.Spot@5d25e6bb;bus.Spot@ce5a68e;3;Directed
bus.Spot@9d157ff;bus.Spot@2f162cc0;7;Directed
bus.Spot@5df417a7;bus.Spot@7c041b41;1;Directed
bus.Spot@7f69d591;bus.Spot@61078690;1;Directed
bus.Spot@1cb3ec38;bus.Spot@403132fc;4;Directed
bus.Spot@71c5b236;bus.Spot@2cab9998;9;Directed
bus.Spot@2f7a7219;bus.Spot@669513d8;3;Directed
bus.Spot@3a1d593e;bus.Spot@4a8a60bc;2;Directed
bus.Spot@361c294e;bus.Spot@7859e786;2;Directed
bus.Spot@285d851a;bus.Spot@314b8f2d;3;Directed
bus.Spot@664a9613;bus.Spot@5118388b;4;Directed
bus.Spot@15a902e7;bus.Spot@7876d598;4;Directed
bus.Spot@4a3e3e8b;bus.Spot@5af28b27;2;Directed
bus.Spot@71104a4;bus.Spot@4985cbcb;1;Directed
bus.Spot@72f46e16;bus.Spot@3c9168dc;2;Directed
bus.Spot@332a7fce;bus.Spot@549621f3;1;Directed
bus.Spot@54361a9;bus.Spot@32232e55;1;Directed
bus.Spot@5217f3d0;bus.Spot@37ebc9d8;3;Directed
bus.Spot@293bb8a5;bus.Spot@2416a51;2;Directed
bus.Spot@6fa590ba;bus.Spot@6e9319f;2;Directed
bus.Spot@72e34f77;bus.Spot@7bf9b098;1;Directed
bus.Spot@389adf1d;bus.Spot@77307458;1;Directed
bus.Spot@1fc0053e;bus.Spot@290b1b2e;1;Directed
bus.Spot@47874b25;bus.Spot@33617539;1;Directed
bus.Spot@2c177f9e;bus.Spot@5db4c359;3;Directed
bus.Spot@209775a9;bus.Spot@18e7143f;5;Directed
bus.Spot@f9b7332;bus.Spot@74cec793;1;Directed
bus.Spot@6fefce9e;bus.Spot@4f8969b0;1;Directed
bus.Spot@1bdf8190;bus.Spot@192f2f27;2;Directed
bus.Spot@8a589a2;bus.Spot@c65a5ef;2;Directed
bus.Spot@6b5176f2;bus.Spot@b672aa8;1;Directed
bus.Spot@2fab4aff;bus.Spot@ec0c838;3;Directed
bus.Spot@6e46d9f4;bus.Spot@5cc69cfe;1;Directed
bus.Spot@29cfd92b;bus.Spot@21c64522;2;Directed
bus.Spot@7997b197;bus.Spot@11dee337;1;Directed
bus.Spot@460f76a6;bus.Spot@55f3c410;1;Directed
bus.Spot@11acdc30;bus.Spot@770d4269;4;Directed
bus.Spot@4a8ab068;bus.Spot@1922e6d;1;Directed
bus.Spot@76a82f33;bus.Spot@6bab2585;6;Directed
bus.Spot@74bdc168;bus.Spot@644c78d4;1;Directed
bus.Spot@532a02d9;bus.Spot@611f8234;3;Directed
bus.Spot@7bb3a9fe;bus.Spot@7cbee484;1;Directed
bus.Spot@7f811d00;bus.Spot@62923ee6;2;Directed
bus.Spot@4089713;bus.Spot@f19c9d2;1;Directed
bus.Spot@7807ac2c;bus.Spot@b91d8c4;3;Directed
bus.Spot@4b6166aa;bus.Spot@a77614d;1;Directed
bus.Spot@4fd4cae3;bus.Spot@4a067c25;1;Directed
bus.Spot@a1217f9;bus.Spot@3bde62ff;1;Directed
bus.Spot@523424b5;bus.Spot@2baa8d82;1;Directed
bus.Spot@319dead1;bus.Spot@791cbf87;3;Directed
bus.Spot@a7e2d9d;bus.Spot@754777cd;2;Directed
bus.Spot@2b52c0d6;bus.Spot@372ea2bc;2;Directed
bus.Spot@4cc76301;bus.Spot@2f08c4b;1;Directed
bus.Spot@3f19b8b3;bus.Spot@7de0c6ae;3;Directed
bus.Spot@a486d78;bus.Spot@cdc3aae;1;Directed
bus.Spot@7ef2d7a6;bus.Spot@5dcbb60;1;Directed
bus.Spot@4c36250e;bus.Spot@21526f6c;1;Directed
bus.Spot@49f5c307;bus.Spot@299266e2;3;Directed
bus.Spot@5471388b;bus.Spot@66ea1466;4;Directed
bus.Spot@1601e47;bus.Spot@3bffddff;5;Directed
bus.Spot@66971f6b;bus.Spot@50687efb;3;Directed
bus.Spot@517bd097;bus.Spot@142eef62;1;Directed
bus.Spot@4a9cc6cb;bus.Spot@5990e6c5;1;Directed
bus.Spot@56e07a08;bus.Spot@35d6ca49;2;Directed
bus.Spot@1950e8a6;bus.Spot@47289387;9;Directed
bus.Spot@12cd9150;bus.Spot@114a85c2;3;Directed
bus.Spot@f415a95;bus.Spot@cf65451;2;Directed
bus.Spot@724f138e;bus.Spot@37eeec90;1;Directed
bus.Spot@32fe9d0a;bus.Spot@c9413d8;3;Directed
bus.Spot@64da2a7;bus.Spot@46074492;3;Directed
bus.Spot@d78795;bus.Spot@2c715e84;2;Directed
bus.Spot@47428937;bus.Spot@3b9d6699;2;Directed
bus.Spot@7caa550;bus.Spot@21694e53;1;Directed
bus.Spot@72b16078;bus.Spot@22c86919;2;Directed
bus.Spot@70fab835;bus.Spot@1b0a7baf;2;Directed
bus.Spot@62417a16;bus.Spot@32057e6;1;Directed
bus.Spot@26be6ca7;bus.Spot@6ea1bcdc;1;Directed
bus.Spot@759fad4;bus.Spot@64712be;4;Directed
bus.Spot@53499d85;bus.Spot@30ed9c6c;4;Directed
bus.Spot@782a4fff;bus.Spot@46c670a6;1;Directed
bus.Spot@59fc684e;bus.Spot@5ae81e1;1;Directed
bus.Spot@2fd1731c;bus.Spot@5ae76500;3;Directed
bus.Spot@6063d80a;bus.Spot@1133ec6e;4;Directed
bus.Spot@355e34c7;bus.Spot@54709809;1;Directed
bus.Spot@2a2da905;bus.Spot@24f360b2;1;Directed
bus.Spot@60cf80e7;bus.Spot@302fec27;3;Directed
bus.Spot@770d0ea6;bus.Spot@48c40605;4;Directed
bus.Spot@54107f42;bus.Spot@1b11ef33;1;Directed
bus.Spot@476aac9;bus.Spot@6cea706c;1;Directed
bus.Spot@3bd7f8dc;bus.Spot@2f2bf0e2;1;Directed
bus.Spot@1eba372c;bus.Spot@21ec5d87;1;Directed
bus.Spot@25f9407e;bus.Spot@552518c3;2;Directed
bus.Spot@1a69561c;bus.Spot@59aa20b3;1;Directed
bus.Spot@363f6148;bus.Spot@4b21844c;1;Directed
bus.Spot@1b28f282;bus.Spot@138fe6ec;4;Directed
bus.Spot@5e77f0f4;bus.Spot@19b30c92;2;Directed
bus.Spot@455351c4;bus.Spot@29876704;2;Directed
bus.Spot@4816c290;bus.Spot@4940809c;1;Directed
bus.Spot@16423501;bus.Spot@4efcf8a;1;Directed
bus.Spot@7a138fc5;bus.Spot@379ab47b;1;Directed
bus.Spot@307765b4;bus.Spot@4a9e6faf;7;Directed
bus.Spot@2c95ac9e;bus.Spot@4e4efc1b;3;Directed
bus.Spot@459f7aa3;bus.Spot@7cc586a8;1;Directed
bus.Spot@7db534f2;bus.Spot@44a2b17b;3;Directed
bus.Spot@7a56812e;bus.Spot@2a76b80a;10;Directed
bus.Spot@7eb01b12;bus.Spot@2f4854d6;1;Directed
bus.Spot@61d9efe0;bus.Spot@7e70bd39;3;Directed
bus.Spot@e6516e;bus.Spot@6de54b40;1;Directed
bus.Spot@43ed0ff3;bus.Spot@388ffbc2;1;Directed
bus.Spot@a50b09c;bus.Spot@4da855dd;1;Directed
bus.Spot@6691490c;bus.Spot@2187fff7;2;Directed
bus.Spot@2e5c7f0b;bus.Spot@21d5c1a0;5;Directed
bus.Spot@4de025bf;bus.Spot@538613b3;1;Directed
bus.Spot@1eef9aef;bus.Spot@11389053;1;Directed
bus.Spot@5db99216;bus.Spot@3ec11999;1;Directed
bus.Spot@5c1bd44c;bus.Spot@9f46d94;2;Directed
bus.Spot@18cc679e;bus.Spot@2e77b8cf;2;Directed
bus.Spot@2c4ca0f9;bus.Spot@67ef029;5;Directed
bus.Spot@7df587ef;bus.Spot@6e57e95e;3;Directed
bus.Spot@2755d705;bus.Spot@56db847e;1;Directed
bus.Spot@740abb5;bus.Spot@560cbf1a;1;Directed
bus.Spot@5fe8b721;bus.Spot@551a20d6;2;Directed
bus.Spot@578524c3;bus.Spot@64c2b546;11;Directed
bus.Spot@7e094740;bus.Spot@7a11c4c7;1;Directed
bus.Spot@4cc547a;bus.Spot@7555b920;4;Directed
bus.Spot@4152d38d;bus.Spot@3591009c;1;Directed
bus.Spot@5398edd0;bus.Spot@b5cc23a;1;Directed
bus.Spot@5cc5b667;bus.Spot@61edc883;1;Directed
bus.Spot@758f4f03;bus.Spot@182f1e9a;1;Directed
bus.Spot@6928f576;bus.Spot@660e9100;1;Directed
bus.Spot@69f63d95;bus.Spot@9cd25ff;4;Directed
bus.Spot@27e0f2f5;bus.Spot@3574e198;1;Directed
bus.Spot@6db66836;bus.Spot@db44aa2;1;Directed
bus.Spot@2de366bb;bus.Spot@3f093abe;1;Directed
bus.Spot@61a002b1;bus.Spot@4eeea57d;3;Directed
bus.Spot@780ec4a5;bus.Spot@e24ddd0;1;Directed
bus.Spot@6f70f32f;bus.Spot@548e76f1;1;Directed
bus.Spot@5aabbb29;bus.Spot@72c927f1;3;Directed
bus.Spot@1ac85b0c;bus.Spot@3dd69f5a;1;Directed
bus.Spot@3aa3193a;bus.Spot@1ee4730;2;Directed
bus.Spot@59a67c3a;bus.Spot@5003041b;2;Directed
bus.Spot@724bade8;bus.Spot@16fb356;1;Directed
bus.Spot@6bc248ed;bus.Spot@23a9ba52;1;Directed
bus.Spot@ca27722;bus.Spot@70ab80e3;2;Directed
bus.Spot@9573b3b;bus.Spot@67427b69;3;Directed
bus.Spot@78461bc4;bus.Spot@544630b7;3;Directed
bus.Spot@64f857e7;bus.Spot@1095f122;4;Directed
bus.Spot@58c540cf;bus.Spot@3d6300e8;2;Directed
bus.Spot@1b822fcc;bus.Spot@24a1c17f;1;Directed
bus.Spot@56102e1c;bus.Spot@73511076;1;Directed
bus.Spot@7927bd9f;bus.Spot@532721fd;1;Directed
bus.Spot@410954b;bus.Spot@7fb9f71f;2;Directed
bus.Spot@3b366632;bus.Spot@51f49060;1;Directed
bus.Spot@514eedd8;bus.Spot@617fe9e1;2;Directed
bus.Spot@6970140a;bus.Spot@1cf2fed4;4;Directed
bus.Spot@3af4e0bf;bus.Spot@245a26e1;1;Directed
bus.Spot@4d63b624;bus.Spot@466cf502;2;Directed
bus.Spot@5b800468;bus.Spot@2e185cd7;1;Directed
bus.Spot@7e1a1da6;bus.Spot@5f7f2382;1;Directed
bus.Spot@407cf41;bus.Spot@6815c5f2;1;Directed
bus.Spot@46cc127b;bus.Spot@60094a13;2;Directed
bus.Spot@5aceec94;bus.Spot@1c32886a;4;Directed
bus.Spot@3a4b0e5d;bus.Spot@10b892d5;3;Directed
bus.Spot@3d3f761a;bus.Spot@3546d80f;2;Directed
bus.Spot@579d011c;bus.Spot@3670f00;4;Directed
bus.Spot@452e26d0;bus.Spot@46ab18da;4;Directed
bus.Spot@790174f2;bus.Spot@42257bdd;2;Directed
bus.Spot@7689ddef;bus.Spot@687a762c;2;Directed
bus.Spot@1a2e2935;bus.Spot@733c423e;3;Directed
bus.Spot@4b629f13;bus.Spot@70925b45;1;Directed
bus.Spot@1b9ea3e3;bus.Spot@aa22f1c;1;Directed
bus.Spot@55e7a35c;bus.Spot@37cd92d6;3;Directed
bus.Spot@5922ae77;bus.Spot@4263b080;2;Directed
bus.Spot@2af616d3;bus.Spot@71f67a79;3;Directed
bus.Spot@3deb2326;bus.Spot@62d363ab;2;Directed
bus.Spot@7889a1ac;bus.Spot@3aee3976;3;Directed
bus.Spot@5ef8df1e;bus.Spot@27cf3151;1;Directed
bus.Spot@127e70c5;bus.Spot@5910de75;1;Directed
bus.Spot@4108fa66;bus.Spot@1f130eaf;3;Directed
bus.Spot@7e0aadd0;bus.Spot@21362712;2;Directed
bus.Spot@27eb3298;bus.Spot@200a26bc;1;Directed
bus.Spot@bc57b40;bus.Spot@1b5bc39d;1;Directed
bus.Spot@655a5d9c;bus.Spot@1494b84d;1;Directed
bus.Spot@34abdee4;bus.Spot@71a9b4c7;3;Directed
bus.Spot@4628b1d3;bus.Spot@77cf3f8b;3;Directed
bus.Spot@1df98368;bus.Spot@21ca139c;3;Directed
bus.Spot@226f885f;bus.Spot@2cd2c8fe;1;Directed
bus.Spot@7d61eccf;bus.Spot@cc6460c;1;Directed
bus.Spot@52350abb;bus.Spot@681aad3b;1;Directed
bus.Spot@1a6f2363;bus.Spot@2427e004;1;Directed
bus.Spot@5ebd56e9;bus.Spot@63f34b70;1;Directed
bus.Spot@641856;bus.Spot@1b58ff9e;1;Directed
bus.Spot@2f66e802;bus.Spot@56b78e55;1;Directed
bus.Spot@76318a7d;bus.Spot@2a492f2a;1;Directed
bus.Spot@3277e499;bus.Spot@585811a4;1;Directed
bus.Spot@22c01ab0;bus.Spot@411341bd;4;Directed
bus.Spot@4c4d362a;bus.Spot@5400db36;1;Directed
bus.Spot@76b74e9c;bus.Spot@2d72f75e;1;Directed
bus.Spot@8ab78bc;bus.Spot@5aa0dbf4;1;Directed
bus.Spot@16afbd92;bus.Spot@2c5d601e;2;Directed
bus.Spot@7fe083b1;bus.Spot@23c388c2;1;Directed
bus.Spot@486be205;bus.Spot@f713686;1;Directed
bus.Spot@74f7d1d2;bus.Spot@4b4dd216;1;Directed
bus.Spot@5ca17ab0;bus.Spot@5a62b2a4;1;Directed
bus.Spot@1051817b;bus.Spot@35293c05;1;Directed
bus.Spot@620aa4ea;bus.Spot@2db2dd9d;1;Directed
bus.Spot@3174cb09;bus.Spot@4d411036;1;Directed
bus.Spot@7adbd080;bus.Spot@41beb473;1;Directed
bus.Spot@560513ce;bus.Spot@13006998;2;Directed
bus.Spot@37fbe4a8;bus.Spot@352c308;3;Directed
bus.Spot@7d373bcf;bus.Spot@6d6bc158;1;Directed
bus.Spot@5dda6f9;bus.Spot@10027fc9;3;Directed
bus.Spot@54afd745;bus.Spot@677dbd89;2;Directed
bus.Spot@fff25f1;bus.Spot@c00fff0;1;Directed
bus.Spot@263f04ca;bus.Spot@2ca47471;1;Directed
bus.Spot@5a021cb9;bus.Spot@51768776;1;Directed
bus.Spot@f31c0c6;bus.Spot@b93aad;3;Directed
bus.Spot@4a9419d7;bus.Spot@2f3c6ac4;2;Directed
bus.Spot@2e8ab815;bus.Spot@67af833b;1;Directed
bus.Spot@d1f74b8;bus.Spot@41394595;1;Directed
bus.Spot@3a0807b7;bus.Spot@21a5fd96;3;Directed
bus.Spot@5769e7ae;bus.Spot@5c77053b;1;Directed
bus.Spot@26b894bd;bus.Spot@287f94b1;3;Directed
bus.Spot@30b34287;bus.Spot@5489c777;2;Directed
bus.Spot@3676ac27;bus.Spot@62f87c44;3;Directed
bus.Spot@48f5bde6;bus.Spot@525d79f0;1;Directed
bus.Spot@5149f008;bus.Spot@7072bc39;2;Directed
bus.Spot@158d255c;bus.Spot@2ca65ce4;2;Directed
bus.Spot@327120c8;bus.Spot@5707c1cb;7;Directed
bus.Spot@2b5cb9b2;bus.Spot@35038141;2;Directed
bus.Spot@ecf9049;bus.Spot@672f11c2;3;Directed
bus.Spot@2970a5bc;bus.Spot@50305a;3;Directed
bus.Spot@72efb5c1;bus.Spot@6d511b5f;1;Directed
bus.Spot@41200e0c;bus.Spot@40f33492;1;Directed
bus.Spot@4fbdc0f0;bus.Spot@2ad3a1bb;4;Directed
bus.Spot@6bc28a83;bus.Spot@324c64cd;1;Directed
bus.Spot@13579834;bus.Spot@24be2d9c;1;Directed
bus.Spot@5bd73d1a;bus.Spot@aec50a1;1;Directed
bus.Spot@2555fff0;bus.Spot@70d2e40b;4;Directed
bus.Spot@120f38e6;bus.Spot@7a0e1b5e;2;Directed
bus.Spot@702ed190;bus.Spot@173b9122;1;Directed
bus.Spot@7c18432b;bus.Spot@7646731d;3;Directed
bus.Spot@70e29e14;bus.Spot@3b1bb3ab;1;Directed
bus.Spot@5a4bef8;bus.Spot@40bffbca;1;Directed
bus.Spot@2449cff7;bus.Spot@42a9a63e;3;Directed
bus.Spot@62da83ed;bus.Spot@5d8445d7;2;Directed
bus.Spot@37d80fe7;bus.Spot@384fc774;1;Directed
bus.Spot@e3cee7b;bus.Spot@71e9a896;1;Directed
bus.Spot@6b9267b;bus.Spot@408b35bf;1;Directed
bus.Spot@29ad44e3;bus.Spot@15bcf458;4;Directed
bus.Spot@5af9926a;bus.Spot@43c67247;2;Directed
bus.Spot@fac80;bus.Spot@726386ed;1;Directed
bus.Spot@649f2009;bus.Spot@14bb2297;5;Directed
bus.Spot@69adf72c;bus.Spot@797501a;2;Directed
bus.Spot@1a15b789;bus.Spot@57f791c6;1;Directed
bus.Spot@51650883;bus.Spot@6c4f9535;1;Directed
bus.Spot@5bd1ceca;bus.Spot@30c31dd7;2;Directed
bus.Spot@499b2a5c;bus.Spot@596df867;2;Directed
bus.Spot@c1fca1e;bus.Spot@241a53ef;1;Directed
bus.Spot@344344fa;bus.Spot@2db2cd5;1;Directed
bus.Spot@70e659aa;bus.Spot@615f972;4;Directed
bus.Spot@285f09de;bus.Spot@73393584;1;Directed
bus.Spot@31500940;bus.Spot@1827a871;3;Directed
bus.Spot@48e64352;bus.Spot@7249dadf;5;Directed
bus.Spot@4362d7df;bus.Spot@66238be2;3;Directed
bus.Spot@1c25b8a7;bus.Spot@200606de;1;Directed
bus.Spot@750fe12e;bus.Spot@f8908f6;1;Directed
bus.Spot@3e587920;bus.Spot@2ef8a8c3;1;Directed
bus.Spot@24f43aa3;bus.Spot@63fd4873;1;Directed
bus.Spot@1e11bc55;bus.Spot@7544a1e4;1;Directed
bus.Spot@70e0accd;bus.Spot@7957dc72;1;Directed
bus.Spot@6ab72419;bus.Spot@3aacf32a;1;Directed
bus.Spot@4fdfa676;bus.Spot@82c57b3;2;Directed
bus.Spot@5be82d43;bus.Spot@600b0b7;3;Directed
