Source;Target;Type
"CBMN2";"ALDN2";Directed
"ALDN2";"GUAR2";Directed
"GUAR2";"CRZ";Directed
"CRZ";"PFTT2";Directed
"PFTT2";"ALVS2";Directed
"ALVS2";"BAR2";Directed
"BAR2";"JQA2";Directed
"JQA2";"FRXI7";Directed
"FRXI7";"ROR2";Directed
"ROR2";"FRRS2";Directed
"FRRS2";"TTS2";Directed
"TTS2";"BLD2";Directed
"BLD2";"GTN2";Directed
"GTN2";"MAVO2";Directed
"MAVO2";"PCN2";Directed
"PCN2";"STCB2";Directed
"STCB2";"CPOV2";Directed
"CPOV2";"ABX2";Directed
"ABX2";"BRG2";Directed
"BRG2";"MSB2";Directed
"MSB2";"TPG2";Directed
"TPG2";"VDTM2";Directed
"VDTM2";"TLN2";Directed
"TLN2";"ESP2";Directed
"ESP2";"GNDV2";Directed
"GNDV2";"TPI2";Directed
"TPI2";"AJA2";Directed
"AJA2";"PCRQ2";Directed
"PCRQ2";"CAL2";Directed
"CAL2";"CUS4";Directed
"CUS4";"TFV2";Directed
"TFV2";"AVLH2";Directed
"AVLH2";"RDS2";Directed
"RDS2";"PLG2";Directed
"PLG2";"CSXN2";Directed
"CSXN2";"FGT2";Directed
"FGT2";"CSXS2";Directed
"CSXS2";"MTB4";Directed
"MTB4";"SRPT2";Directed
"SRPT2";"PPR2";Directed
"PPR2";"CI22";Directed
"CI22";"HPRL2";Directed
"HPRL2";"CVI2";Directed
"CVI2";"QTAM2";Directed
"QTAM2";"CZV2";Directed
"CZV2";"BCM1";Directed
"BCM1";"BS7";Directed
