Source;Target;Type
"BARC2";"JFB3";Directed
"JFB3";"PAS2";Directed
"PAS2";"HIP2";Directed
"HIP2";"AQR2";Directed
"AQR2";"PINT2";Directed
"PINT2";"AC4";Directed
"AC4";"FCR2";Directed
"FCR2";"FOR2";Directed
"FOR2";"MAIA";Directed
"MAIA";"VIS";Directed
"VIS";"PSP1";Directed
"PSP1";"IMAI2";Directed
"IMAI2";"SL1";Directed
"SL1";"LVR2";Directed
"LVR2";"CBN2";Directed
"CBN2";"CTSS2";Directed
"CTSS2";"AAX2";Directed
"AAX2";"SRSD2";Directed
"SRSD2";"STN2";Directed
"STN2";"TF2";Directed
"TF2";"PRNT";Directed
"PRNT";"PMQ2";Directed
"PMQ2";"PP2";Directed
"PP2";"ASZ2";Directed
"ASZ2";"CSSM2";Directed
"CSSM2";"SM2";Directed
"SM2";"SMM2";Directed
"SMM2";"SMMM2";Directed
"SMMM2";"FLOS2";Directed
"FLOS2";"TLHO2";Directed
"TLHO2";"AML4";Directed
"AML4";"AZ";Directed
"AZ";"BLG2";Directed
"BLG2";"TLHR2";Directed
"TLHR2";"CAM3";Directed
"CAM3";"CI32";Directed
"CI32";"ADA3";Directed
"ADA3";"CSP2";Directed
"CSP2";"VFM6";Directed
"VFM6";"CNTT2";Directed
"CNTT2";"HSM4";Directed
"HSM4";"LAPA2";Directed
"LAPA2";"PRR5";Directed
"PRR5";"TRD5";Directed
"TRD5";"AAL1";Directed
"AAL1";"AAL2";Directed
