Source;Target;Type
CQ10;TIM2;Directed
TIM2;PCV2;Directed
PCV2;FCH2;Directed
FCH2;MLH3;Directed
MLH3;JNN2;Directed
JNN2;CRTO4;Directed
CRTO4;LIEG2;Directed
LIEG2;DIU1;Directed
DIU1;MFZ2;Directed
MFZ2;PRI4;Directed
PRI4;2PVC2;Directed
2PVC2;JBR2;Directed
JBR2;SRVM2;Directed
SRVM2;SRV2;Directed
SRV2;GC12;Directed
GC12;PINM3;Directed
PINM3;FOCO3;Directed
FOCO3;BSS2;Directed
BSS2;ACRD2;Directed
ACRD2;AGM2;Directed
AGM2;BVCM3;Directed
BVCM3;BCM2;Directed
BCM2;GRC1;Directed
GRC1;OLM;Directed
OLM;MRR2;Directed
MRR2;MTCV;Directed
MTCV;CTP;Directed
CTP;AQL2;Directed
AQL2;FG2;Directed
FG2;MPL11;Directed
MPL11;MPL3;Directed
