Source;Target;Type
RTES2;ESRT2;Directed
ESRT2;SAM2;Directed
SAM2;SSB2;Directed
SSB2;CVN2;Directed
CVN2;CHV2;Directed
CHV2;SCAL4;Directed
SCAL4;DCS4;Directed
DCS4;CSRT4;Directed
CSRT4;IGRT2;Directed
IGRT2;IGRT1;Directed
IGRT1;LOUR3;Directed
LOUR3;PERL1;Directed
PERL1;RTE1;Directed
RTE1;RTE4;Directed
RTE4;BZ2;Directed
BZ2;SST2;Directed
SST2;CTN2;Directed
CTN2;ENV2;Directed
ENV2;RBD2;Directed
RBD2;VRZL2;Directed
VRZL2;ARSR1;Directed
ARSR1;ARS5;Directed
ARS5;ENX2;Directed
ENX2;ASP4;Directed
ASP4;HSJ11;Directed
HSJ11;IPO2;Directed
IPO2;CSJ4;Directed
CSJ4;ISEP4;Directed
ISEP4;ALVT2;Directed
ALVT2;UFP2;Directed
UFP2;IPRN2;Directed
IPRN2;LGCL2;Directed
LGCL2;CPL;Directed
CPL;VFM2;Directed
VFM2;SVP1;Directed
SVP1;BVLH1;Directed
BVLH1;NAT1;Directed
NAT1;CVI6;Directed
CVI6;CSBV1;Directed
CSBV1;MRS2;Directed
MRS2;CMS5;Directed
CMS5;BCM5;Directed
BCM5;BS5;Directed
