Source;Target;Type
GATS2;RPPC2;Directed
RPPC2;RBHR2;Directed
RBHR2;RFER2;Directed
RFER2;LMBG2;Directed
LMBG2;PCRR2;Directed
PCRR2;LMB2;Directed
LMB2;ABL2;Directed
ABL2;RBO2;Directed
RBO2;RGDU1;Directed
RGDU1;RDAG2;Directed
RDAG2;MP2;Directed
MP2;MN2;Directed
MN2;GUIF2;Directed
GUIF2;PSSM2;Directed
PSSM2;TPM2;Directed
TPM2;FTCC6;Directed
FTCC6;RLG4;Directed
RLG4;VGM4;Directed
VGM4;CSSH3;Directed
CSSH3;LND2;Directed
LND2;QCM4;Directed
QCM4;RSR4;Directed
RSR4;SRP4;Directed
SRP4;CIRC5;Directed
CIRC5;JAZ2;Directed
JAZ2;VIS5;Directed
VIS5;VIS1;Directed
VIS1;IMTT2;Directed
IMTT2;MPAZ6;Directed
MPAZ6;MPAZ2;Directed
MPAZ2;MPAZ1;Directed
MPAZ1;EFRD1;Directed
EFRD1;CRM2;Directed
CRM2;IRM2;Directed
IRM2;SJB2;Directed
SJB2;PINM6;Directed
PINM6;FOCO3;Directed
FOCO3;BSS2;Directed
BSS2;ACRD2;Directed
ACRD2;AGM2;Directed
AGM2;BVCM3;Directed
BVCM3;BCM3;Directed
BCM3;CMS6;Directed
