Source;Target;Type
"BLRB2";"BLFZ1";Directed
"BLFZ1";"JN3";Directed
"JN3";"PRR1";Directed
"PRR1";"FIG";Directed
"FIG";"CVA1";Directed
"CVA1";"HML1";Directed
"HML1";"BVBR2";Directed
"BVBR2";"BCM1";Directed
"BCM1";"AGM1";Directed
"AGM1";"ACRD1";Directed
"ACRD1";"BSS1";Directed
"BSS1";"FOCO1";Directed
"FOCO1";"PINM1";Directed
"PINM1";"GC1";Directed
"GC1";"PNV2";Directed
"PNV2";"FTM4";Directed
"FTM4";"LGO2";Directed
"LGO2";"PRCD3";Directed
"PRCD3";"NEV2";Directed
"NEV2";"MAL2";Directed
"MAL2";"CQ5";Directed
"CQ5";"PCID3";Directed
"PCID3";"PCID1";Directed
"PCID1";"SAR1";Directed
"SAR1";"AVM1";Directed
"AVM1";"MTSP1";Directed
"MTSP1";"GODH5";Directed
"GODH5";"LOTA1";Directed
"LOTA1";"SP1";Directed
"SP1";"MATM1";Directed
