Source;Target;Type
VLG5;JLS2;Directed
JLS2;PRA2;Directed
PRA2;EMDN2;Directed
EMDN2;FTMR4;Directed
FTMR4;PRS4;Directed
PRS4;PDR2;Directed
PDR2;VALC2;Directed
VALC2;CLVR2;Directed
CLVR2;PAV2;Directed
PAV2;RTNM;Directed
RTNM;25AB2;Directed
25AB2;CFER2;Directed
CFER2;FTSR4;Directed
FTSR4;RCMB2;Directed
RCMB2;ASRR2;Directed
ASRR2;FS2;Directed
FS2;TAZ1;Directed
TAZ1;4CAM4;Directed
4CAM4;FND1;Directed
FND1;COVN1;Directed
COVN1;9AG2;Directed
9AG2;MCST1;Directed
MCST1;CHAO2;Directed
CHAO2;FMGC2;Directed
FMGC2;QCH1;Directed
QCH1;SA3;Directed
SA3;RTEL1;Directed
RTEL1;VASG1;Directed
VASG1;ERMI2;Directed
ERMI2;RIGR2;Directed
RIGR2;MSHP4;Directed
MSHP4;CML2;Directed
CML2;GAN2;Directed
GAN2;MRT2;Directed
MRT2;MEIL2;Directed
MEIL2;AM2;Directed
AM2;LVDR2;Directed
LVDR2;CRG2;Directed
CRG2;AST2;Directed
AST2;RMOS2;Directed
RMOS2;AS2;Directed
AS2;FMGO4;Directed
FMGO4;GGC1;Directed
GGC1;RGLE1;Directed
RGLE1;PRD1;Directed
PRD1;LNC2;Directed
LNC2;THB2;Directed
THB2;LARJ2;Directed
LARJ2;SMM3;Directed
SMM3;MOD2;Directed
MOD2;OG;Directed
OG;DB2;Directed
DB2;ASPL1;Directed
ASPL1;IPO4;Directed
IPO4;HSJ2;Directed
