Source;Target;Type
"HSJ2";"RCA";Directed
"RCA";"FEL1";Directed
"FEL1";"CVD1";Directed
"CVD1";"ISCP1";Directed
"ISCP1";"DRB1";Directed
"DRB1";"OG1";Directed
"OG1";"MOD1";Directed
"MOD1";"SMM4";Directed
"SMM4";"LARJ1";Directed
"LARJ1";"THB1";Directed
"THB1";"LNC1";Directed
"LNC1";"PRD3";Directed
"PRD3";"RGLE2";Directed
"RGLE2";"GGC2";Directed
"GGC2";"FMGO3";Directed
"FMGO3";"AS1";Directed
"AS1";"RMOS1";Directed
"RMOS1";"AST1";Directed
"AST1";"CRG1";Directed
"CRG1";"LVDR1";Directed
"LVDR1";"JLD2";Directed
"JLD2";"MEIL1";Directed
"MEIL1";"MRT1";Directed
"MRT1";"GAN1";Directed
"GAN1";"CML1";Directed
"CML1";"MSHP3";Directed
"MSHP3";"RIGR1";Directed
"RIGR1";"ERMI1";Directed
"ERMI1";"ERM2";Directed
"ERM2";"ERM4";Directed
"ERM4";"VASG2";Directed
"VASG2";"RTEL2";Directed
"RTEL2";"SA4";Directed
"SA4";"QCH2";Directed
"QCH2";"FMGC1";Directed
"FMGC1";"CHAO1";Directed
"CHAO1";"MCST2";Directed
"MCST2";"9AG1";Directed
"9AG1";"COVN2";Directed
"COVN2";"FND2";Directed
"FND2";"4CAM3";Directed
"4CAM3";"TAZ2";Directed
"TAZ2";"FS1";Directed
"FS1";"ASRR3";Directed
"ASRR3";"RCMB1";Directed
"RCMB1";"FTSR1";Directed
"FTSR1";"CFER1";Directed
"CFER1";"25AB1";Directed
"25AB1";"PAV1";Directed
"PAV1";"CLVR1";Directed
"CLVR1";"CMV";Directed
"CMV";"VALC1";Directed
"VALC1";"PDR1";Directed
"PDR1";"PRS3";Directed
"PRS3";"FTMR3";Directed
"FTMR3";"EMDN1";Directed
"EMDN1";"PRA1";Directed
"PRA1";"JLS1";Directed
"JLS1";"VLG5";Directed
