name,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
CLUBE CAÇADORES,10,0.1774193548,0.2792568543,10016.5
CLUBE CAÇADORES,10,0.1774193548,0.2792568543,10016.5
MADALENA (ESCOLAS),10,0.1818181818,0.2928968254,110
RECAREI BAIXO,10,0.1896551724,0.2965728716,11
R.5,10,0.1818181818,0.2928968254,0
GONÇALO MENDES MAIA,10,0.1875,0.2815806878,24
MAIA (CÂMARA),10,0.1818181818,0.2928968254,15380
CUSTÓIAS,10,0.2131147541,0.3663308913,20085
MANINHO,10,0.1764705882,0.2542328042,60
FLOR DA SERRA,9,0.2,0.314329806,513
CABINE,9,0.2,0.314329806,45
CABINE,9,0.2,0.314329806,36
CAMPOLINHO,9,0.2115384615,0.3102092352,0
PONTE DE MOREIRA,9,0.1960784314,0.2653174603,0
R. RODELO,9,0.2,0.314329806,108
PISCINAS,9,0.1923076923,0.2971825397,3146
MONTE CRASTO,9,0.2,0.314329806,115
FREIXIEIRO,9,0.2,0.314329806,13842
GOMES JÚNIOR,9,0.2,0.2801303855,70
ALEX. HERCULANO,9,0.2272727273,0.3519312169,315
FÓRUM,9,0.2,0.314329806,13851
ROSÁRIO,9,0.1960784314,0.2995634921,8485.5
PADRÃO MOREIRA,9,0.2115384615,0.3102092352,55
PADRÃO DE MOREIRA,9,0.2115384615,0.3102092352,33
R. FONTE LODOSA,9,0.2,0.314329806,13842
PEDRA VERDE,9,0.2,0.314329806,0
PICÃO,9,0.2,0.314329806,0
HUMBERTO CRUZ,9,0.2,0.314329806,90
RECAREI (NORTE),9,0.2127659574,0.3328968254,20
CRAVEL,9,0.1960784314,0.2995634921,8485.5
DR.DOMINGOS BONTEMPO,9,0.2127659574,0.3328968254,15460
CEMITÉRIO,9,0.2,0.314329806,0
RIO FERREIRA,9,0.2,0.314329806,117
SENDAL,9,0.2083333333,0.2947883598,75
ALDEIA DE BAIXO,9,0.2,0.314329806,14103
R.7(NASCENTE),9,0.2,0.314329806,9
ISOLINO SOUSA,8,0.2222222222,0.3397321429,88
AGUIM,8,0.2321428571,0.3206043956,78
MOINHOS,8,0.2222222222,0.3397321429,8
CRESTINS (STA. LUZIA),8,0.2456140351,0.3691326531,84
REAL,8,0.243902439,0.3551190476,100
TV. FEIRA,8,0.2222222222,0.3397321429,0
FONTES,8,0.2222222222,0.3397321429,8
FERREIRA DA CRUZ,8,0.2222222222,0.3397321429,12320
COVILHÃ,8,0.2222222222,0.3397321429,112
LARGO EIRÓS,8,0.2222222222,0.3397321429,18
RUA 15,8,0.2222222222,0.3397321429,16
R. ZAMBUEIRAS,8,0.2222222222,0.3397321429,104
CRISTOVÃO CERNACHE,8,0.2222222222,0.3397321429,8
RTP,8,0.2195121951,0.3242063492,6952.5
RTP,8,0.2195121951,0.3242063492,6952.5
JOAQUIM ANDRADE,8,0.2222222222,0.3397321429,12312
ESTR.NACIONAL 109,8,0.243902439,0.3551190476,10
SOL POENTE,8,0.2222222222,0.3397321429,88
B. V. GONDOMAR,8,0.2222222222,0.3397321429,110
GONDIVAI (SUL),8,0.2432432432,0.4130952381,13950
VISO,8,0.2222222222,0.3397321429,12304
C.SAÚDE RIO TINTO,8,0.2142857143,0.3205026455,1614
R. TENENTE VALADIM,8,0.2222222222,0.3397321429,12312
MAIA (ESTÁDIO),8,0.2222222222,0.3397321429,12304
BR.GUARDAS,8,0.2222222222,0.3397321429,12544
RIO LEÇA,8,0.2317073171,0.3295112782,19
ALFENA,8,0.2222222222,0.3397321429,176
TAPADA AZEVEDO,8,0.2222222222,0.3397321429,464
MONTE S.BRÁS,7,0.25,0.3704081633,10983
S. CAETANO,7,0.2424242424,0.3491071429,12264
ALTO CHAQUEDAS,7,0.25,0.3704081633,98
BELO HORIZONTE,7,0.25,0.3704081633,105
ISOLINO SOUSA,7,0.2790697674,0.4063492063,84
AGUIM,7,0.25,0.3704081633,84
LGO. DA CAPELA,7,0.25,0.3704081633,14
ALTOS,7,0.25,0.3704081633,10773
TV. PENEDO,7,0.25,0.3704081633,22
ESC. EB 2/3 S REIS,7,0.25,0.3553571429,12376
TV. DA COSTA,7,0.25,0.3704081633,161
VALADARES,7,0.2903225806,0.4547619048,18
QUINTA DE MOREIRA,7,0.2619047619,0.3523809524,99
QUINTA DE MOREIRA,7,0.2903225806,0.4547619048,99
DIOGO CÃO,7,0.25,0.3704081633,7120
25 DE ABRIL,7,0.25,0.3704081633,103
RUA 1,7,0.25,0.3704081633,21
4 CAMINHOS,7,0.25,0.3704081633,413
PAULO RANITO,7,0.25,0.3704081633,7
QUATRO CAMINHOS,7,0.25,0.3704081633,10780
ALTINO  COELHO,7,0.25,0.3704081633,10787
ÁLVARO CASTELÕES,7,0.25,0.3704081633,7087.6483516484
S.MAMEDE (MERCADO),7,0.2666666667,0.3866071429,0
MAÍNÇA,7,0.25,0.3704081633,14
PERO COVILHÃ,7,0.25,0.3704081633,84
BARÃO,7,0.25,0.3704081633,10780
DAVID CORREIA DA SILVA,7,0.2424242424,0.3491071429,80
PSP,7,0.25,0.3704081633,10773
ALUMIARA,7,0.25,0.3704081633,14
B. V. LEÇA BALIO,7,0.25,0.3704081633,10857
CABINE,6,0.2857142857,0.4083333333,48
PINTA,6,0.2857142857,0.4083333333,9252
IGREJA DE ALFENA,6,0.2857142857,0.4083333333,144
JOAQUIM ALVES SILVA,6,0.2857142857,0.4083333333,9246
CRESTINS (STA. LUZIA),6,0.2857142857,0.4083333333,84
IGREJA LEÇA,6,0.2857142857,0.4083333333,78
GOMES JÚNIOR,6,0.2857142857,0.4083333333,78
REAL,6,0.3225806452,0.4533333333,100
TV.PINGUELA,6,0.2857142857,0.4083333333,9420
IGREJA DA MAIA,6,0.2857142857,0.4083333333,9240
S. MAMEDE,6,0.3181818182,0.4928571429,7
ANTÓNIO MARQUES,6,0.2857142857,0.4083333333,9240
SR. DO CALVÁRIO,6,0.28,0.3857142857,10815
ESPINHEIRO,6,0.2857142857,0.4083333333,9246
SARDOAL,6,0.2916666667,0.3976190476,10836
SEMINÁRIO,6,0.2857142857,0.4083333333,24
AVAL CIMA,6,0.2857142857,0.4083333333,5555.6483516484
SILVA TAPADA,6,0.2857142857,0.4083333333,5588
GONDIVAI (NORTE),6,0.2857142857,0.4083333333,9312
PEDRO MESQUITA,6,0.2857142857,0.4083333333,12
SERRALVES,6,0.2857142857,0.4083333333,1979
TV. MELO PEREIRA,6,0.2857142857,0.4083333333,18
RUA 10,6,0.2857142857,0.4083333333,24
ARROTEIA,6,0.2857142857,0.4083333333,18
CURVA DO 30,6,0.2857142857,0.4083333333,96
MUNDO NOVO,6,0.2857142857,0.4083333333,9228
R. CHAQUEDAS,6,0.2857142857,0.4083333333,90
FERNÃO MAGALHÃES,6,0.2857142857,0.4083333333,9228
IGREJA CAPUCHINHOS,6,0.2857142857,0.4083333333,94
ERMESINDE - B. V.,6,0.3142857143,0.396969697,16918
PAULO NOVAIS,6,0.2857142857,0.4083333333,4938.6388888889
FUNDIÇÃO,6,0.2857142857,0.4083333333,360
JOSÉ MARIA ALVES,6,0.2857142857,0.4083333333,18
JOSÉ POÇAS,5,0.3333333333,0.4566666667,45
QUEIRÃOS,5,0.3333333333,0.4566666667,20
SANTOS LEITE,5,0.3333333333,0.4566666667,7705
SÁ E MELO,5,0.3333333333,0.4566666667,10
CRUZ VERMELHA,5,0.3333333333,0.4566666667,4494
BELA VISTA,5,0.3333333333,0.4566666667,85
CARREIRA,5,0.3333333333,0.4566666667,0
VODAFONE SERRALVES,5,0.3333333333,0.4566666667,3405.6388888889
PADRE LUIS CAMPOS,5,0.3333333333,0.4566666667,7705
PARQUE CAMPISMO,5,0.3333333333,0.4566666667,80
BRAGA JÚNIOR,5,0.3333333333,0.4566666667,20
BOTICA,5,0.3333333333,0.4566666667,5
AUGUSTO LESSA,5,0.3333333333,0.4566666667,4021.6483516484
VALADARES (ESCOLAS),5,0.3333333333,0.4566666667,24
FONTE DE CONTUMIL,5,0.3333333333,0.4566666667,7695
PONTE DA PEDRA,5,0.3333333333,0.4566666667,15
AQUILINO RIBEIRO,5,0.3333333333,0.4566666667,7715
PADRÃO MOREIRA,5,0.3333333333,0.4566666667,55
VINHAL,5,0.3333333333,0.4566666667,83
ALAM.EMPRESA,5,0.3333333333,0.4566666667,7690
R. ESTAÇÃO ARAÚJO,5,0.3333333333,0.4566666667,7765
VIADUTO DO METRO,5,0.3333333333,0.4566666667,7855
ALFENA,5,0.3333333333,0.4566666667,110
GOMES COSTA 1,5,0.3333333333,0.4566666667,446
VITORINO DAMASIO,5,0.3333333333,0.4566666667,4054
EGAS MONIZ,5,0.3529411765,0.4638888889,9294
MARTIM FREITAS,5,0.3333333333,0.4566666667,3913.75
SILVA AROSO,5,0.3333333333,0.4566666667,7710
BARREIRA,5,0.3333333333,0.4566666667,125
MONTE DOS PIPOS,5,0.3333333333,0.4566666667,7695
SENDAL,5,0.3333333333,0.4566666667,75
RUA DE MOSTEIRO,5,0.3333333333,0.4566666667,20
CHÃO VERDE,5,0.3333333333,0.4361111111,9276
MANINHO,5,0.3333333333,0.4566666667,70
NOGUEIRA PINTO,5,0.3333333333,0.4566666667,70
SPORT CLUBE CANIDELO,5,0.3333333333,0.4566666667,7710
SEIXO,5,0.3333333333,0.4566666667,0
R.7(POENTE),5,0.3333333333,0.4566666667,25
COVINA,5,0.3333333333,0.4566666667,305
5 DE OUTUBRO,5,0.4166666667,0.5616666667,15390
QUEIRÃOS,4,0.4,0.5208333333,20
DOIS AMIGOS,4,0.4,0.5208333333,60
ANTUNES AZEVEDO,4,0.4,0.5208333333,6168
FONTE,4,0.4,0.5208333333,92
CABINE,4,0.4,0.5208333333,32
PINHEIRO MANSO,4,0.4,0.5208333333,2319.6388888889
PINHEIRO MANSO,4,0.4,0.5208333333,2619.25
CAVADA NOVA,4,0.4166666667,0.5166666667,7735
C. SAÚDE S. MAMEDE,4,0.4,0.5208333333,12
CERRO,4,0.4,0.5208333333,68
FORMIGUEIRO,4,0.4,0.5208333333,6152
CRESTINS (METRO),4,0.4,0.5208333333,64
OLIVEIRA MONTEIRO,4,0.4,0.5208333333,4734
GATÕES,4,0.4,0.5208333333,0
PASSEIO ALEGRE,4,0.4,0.5208333333,0
R.NOVA DA FONTE,4,0.4,0.5208333333,6160
ALDEIA NOVA,4,0.4,0.5208333333,104
BRAGA JÚNIOR,4,0.4,0.5208333333,6172
PONTELHAS,4,0.4,0.5208333333,4
ESTAMPARIA LAVADORES,4,0.4,0.5208333333,0
BR.CONTUMIL,4,0.4,0.5208333333,6160
9 DE AGOSTO,4,0.4,0.5208333333,248
TV. DE LINHARES,4,0.4,0.5208333333,6288
HIPERMERCADO,4,0.4,0.5208333333,6176
PRACETA OLIVEIRAS,4,0.4,0.5208333333,60
PRIMAVERA,4,0.4,0.5208333333,48
A.SANTOS (ESCOLAS),4,0.4,0.5208333333,22
SALGUEIROS,4,0.4,0.5208333333,2518
SALGUEIROS,4,0.4,0.5208333333,2485.6483516484
AGRO,4,0.4,0.5208333333,6156
AZEVEDO,4,0.4,0.5208333333,6152
ARAÚJO,4,0.4,0.5208333333,6216
ROT.LAVRADOR,4,0.4,0.5208333333,6168
REGADAS,4,0.4,0.5208333333,4
DUQUE TERCEIRA,4,0.4,0.5208333333,6152
REGUINHO D ÁGUA,4,0.4,0.5208333333,6160
ALTO DA SERRA,4,0.4,0.5208333333,72
PERAFITA,4,0.4,0.5208333333,6172
MONTE,4,0.4,0.5208333333,40
PADRE AMÉRICO,4,0.4,0.5208333333,6152
RAMADA ALTA,4,0.4,0.5208333333,2960
HOSP. SANTOS SILVA,4,0.4545454545,0.6166666667,7750
RUA DE MOSTEIRO,4,0.4,0.5208333333,20
TARALHÃO,4,0.4,0.5208333333,70
FEIRA,4,0.4,0.5208333333,8
CEDRO,4,0.4,0.5208333333,24
SPORT CLUBE CANIDELO,4,0.4,0.5208333333,20
ABEL SALAZAR,4,0.4,0.5208333333,16
VILA NOVA,4,0.4,0.5208333333,2379.75
LOMBA (GATÕES),4,0.4,0.5208333333,0
CAVACO,3,0.5,0.6111111111,0
LARGO EIRÓS,3,0.5,0.6111111111,18
NOVA LISBOA,3,0.5,0.6111111111,48
M. FERREIRA PINTO,3,0.5,0.6111111111,4617
ENTRE CANCELAS,3,0.5,0.6111111111,6
C. SAÚDE S. MAMEDE,3,0.5,0.6111111111,15
VALE FERREIROS,3,0.5,0.6111111111,6
PONTELHAS,3,0.5,0.6111111111,4665
OLIVEIRA LESSA,3,0.5,0.6111111111,48
CAIS 6,3,0.5,0.6111111111,4614
PEDRAS RUBRAS (ESTAÇÃO),3,0.5,0.6111111111,21
R.FERROVIÁRIO,3,0.5,0.6111111111,3
CANCELINHAS,3,0.5,0.6111111111,4632
AFONSO HENRIQUES,3,0.5,0.6111111111,72
CANTAREIRA,3,0.5,0.6111111111,3
CONTUMIL (METRO),3,0.5,0.6111111111,4623
STO.CONDESTÁVEL,3,0.5,0.6111111111,0
TV. LOUREIRO,3,0.5,0.6111111111,33
VERMOIM,3,0.5,0.6111111111,4629
RUA DA ESTRADA,3,0.5,0.6111111111,51
TV.MEIRAL,3,0.5,0.6111111111,4614
ESPINHEIRO,3,0.5,0.6111111111,18
JORGE DIAS,3,0.5,0.6111111111,3
COMBONIANOS,3,0.5,0.6111111111,4629
PADRÃO MOREIRA,3,0.5,0.6111111111,33
U.C.-BIOTECNOLOGIA,3,0.5,0.6111111111,2710.3516483517
PROF.MELO ADRIÃO,3,0.5,0.6111111111,3776.25
FOCO,3,0.5,0.6111111111,3402.8888888889
STO. ANTÓNIO,3,0.5,0.6111111111,27
SRA. HORA (HIPER),3,0.5,0.6111111111,4614
TV.MELO PEREIRA,3,0.5,0.6111111111,18
REGEDOURA,3,0.5,0.6111111111,4623
TV. ALDEIA,3,0.5,0.6111111111,4617
ARROTEIA,3,0.5,0.6111111111,18
S. SEBASTIÃO,3,0.5714285714,0.7083333333,6192
CHANCIDRO,3,0.5,0.6111111111,39
MONTEDOURO,3,0.5,0.6111111111,4632
ALCAIDE FARIA,3,0.5,0.6111111111,843.75
VITERBO CAMPOS,3,0.5,0.6111111111,4620
MONTE DA VIRGEM,3,0.5,0.6111111111,4653
P. ABÍLIO SAMPAIO,3,0.5,0.6111111111,4635
JULGADO DE PAZ,3,0.5,0.6111111111,4614
VILAR,3,0.5,0.6111111111,55
ÁGUAS FERREAS,3,0.5,0.6111111111,96
PRADO REPOUSO,3,0.5,0.6111111111,4617
DR. A. CARLOS MAIA,3,0.5,0.6111111111,9
OUTEIRO,3,0.5,0.6111111111,3465.6483516484
MONTES DA COSTA,3,0.5,0.6111111111,189
R. PADRE PORTO CARRERO,3,0.5,0.6111111111,3
OLIVEIRAS,3,0.5,0.6111111111,81
R.PRAIA,3,0.5,0.6111111111,54
ANTÓNIO SANTOS,3,0.5,0.6111111111,4617
BARREIROS,3,0.5,0.6111111111,57
MARRACUENE,3,0.5,0.6111111111,1424
MARRACUENE,3,0.5,0.6111111111,3199
MARGINAL,3,0.5,0.6111111111,4623
ABEL SALAZAR,3,0.5,0.6111111111,12
ESPOSADE,3,0.5,0.6111111111,4719
CAPITÃO MOURA,2,0.6666666667,0.75,38
FREIXO,2,0.6666666667,0.75,3076
CARVALHIDO,2,0.6666666667,0.75,3076
SÁ E MELO,2,0.6666666667,0.75,12
PONTE CABRAS,2,0.6666666667,0.75,2
ENTRE CANCELAS,2,0.6666666667,0.75,6
QUINTA NOVA,2,0.6666666667,0.75,0
MACAU,2,0.6666666667,0.75,0
VALE FERREIROS,2,0.6666666667,0.75,6
ALDOAR JUNTA  FREG.,2,0.6666666667,0.75,3084
R.FUNDA,2,0.6666666667,0.75,50
JUNTA FREG. BARCA,2,0.6666666667,0.75,3092
BESSA,2,0.6666666667,0.75,1860.8888888889
LGO. DA CAPELA,2,0.6666666667,0.75,14
CUSTIÓ,2,0.6666666667,0.75,3112
PEDRAS RUBRAS (ESTAÇÃO),2,0.6666666667,0.75,8
CARTES,2,0.6666666667,0.75,3084
ALTO DA SERRA,2,0.6666666667,0.75,112
TV. ALDEIA NOVA,2,0.6666666667,0.75,24
REAL,2,0.6666666667,0.75,2
CATASSOL,2,0.6666666667,0.75,3088
MONTE CATIVO,2,0.6666666667,0.75,3086
R.BOA HORA,2,0.6666666667,0.75,4
R.BOA HORA,2,0.6666666667,0.75,4
C.SAÚDE DE ERMESINDE,2,0.6666666667,0.75,3084
GUARDA,2,0.6666666667,0.75,28
ESTIVADA,2,0.6666666667,0.75,40
SALGUEIRO MAIA,2,0.6666666667,0.75,3104
MAKRO,2,0.6666666667,0.75,3076
PRAIA DE LEÇA,2,0.6666666667,0.75,34
PEDREIRAS,2,0.6666666667,0.75,34
FONTE,2,0.6666666667,0.75,3080
COELHO MOREIRA,2,0.6666666667,0.75,12
PONTE DA PEDRA,2,0.6666666667,0.75,10
PÓLO UNIVERSITÁRIO (METRO),2,0.6666666667,0.75,1174.3516483517
FONTE NOVA,2,0.6666666667,0.75,3082
GONDIVINHO,2,0.6666666667,0.75,3148
RIBEIRO,2,0.6666666667,0.75,3084
HEROISMO,2,0.6666666667,0.75,3080
LAVADORES (PRAIA),2,0.6666666667,0.75,4
MANUEL LARANJEIRA,2,0.6666666667,0.75,1921.6483516484
SOUSA NOGUEIRA,2,0.6666666667,0.75,20
SÁ DE MIRANDA,2,0.6666666667,0.75,3098
D.LEONOR,2,0.6666666667,0.75,8
D.LEONOR,2,0.6666666667,0.75,4
PORTO CARREIRO,2,0.6666666667,0.75,3076
FLUVIAL,2,0.6666666667,0.75,3076
TAMANQUEIROS,2,0.6666666667,0.75,3088
QUINTA DE SANTIAGO,2,0.6666666667,0.75,3078
VIELA S.VICENTE,2,0.6666666667,0.75,56
ANTÓNIO  AUG.SILVA,2,0.6666666667,0.75,3078
RECAREI (NORTE),2,0.6666666667,0.75,20
HOSP. STO. ANTÓNIO,2,0.6666666667,0.75,3076
MOINHO VENTO,2,0.6666666667,0.75,38
ZONA INDUSTRIAL,2,0.6666666667,0.75,36
PENEDOS,2,0.6666666667,0.75,3080
CRISTO REI,2,0.6666666667,0.75,3076
GONÇALO MENDES MAIA,2,0.6666666667,0.75,24
CHÃ,2,0.6666666667,0.75,66
PARQUE J. G. LARANJO,2,0.6666666667,0.75,3078
PÊGO NEGRO,2,0.6666666667,0.75,3080
QUATRO CAMINHOS,2,0.6666666667,0.75,14
DR. A. CARLOS MAIA,2,0.6666666667,0.75,16
CHÃOS,2,0.6666666667,0.75,128
ENTRE QUINTAS,2,0.6666666667,0.75,3076
RAMALDE DO MEIO,2,0.6666666667,0.75,3078
MAÍNÇA,2,0.6666666667,0.75,14
R. DO MOSTEIRO,2,0.6666666667,0.75,3080
PALÁCIO DA BOLSA,2,0.6666666667,0.75,3076
OLIVEIRA LOBO,2,0.6666666667,0.75,3076
ALUMIARA,2,0.6666666667,0.75,3090
S. PEDRO DA COVA,2,0.6666666667,0.75,20
ALDEIA NOVA,2,0.6666666667,0.75,3090
S.JOÃO NOVO,1,1,1,1539
BARREIRO,1,1,1,19
TV.FONTE VELHA,1,1,1,1546
GODIM,1,1,1,15
PONTE CABRAS,1,1,1,2
ANTÓNIO CÂNDIDO,1,1,1,1538
PINHEIRO,1,1,1,1540
VITORINO NEMESIO,1,1,1,1540
MOINHOS,1,1,1,8
R.FERROVIÁRIO,1,1,1,3
CARTÓDROMO,1,1,1,1546
CARRIÇAL,1,1,1,1540
HOSPITAL DA PRELADA,1,1,1,1538
FORMIGA CEMITÉRIO,1,1,1,65
GESTALINHO,1,1,1,1547
CARVALHA DE BAIXO,1,1,1,1538
PRELADA,1,1,1,1540
REAL,1,1,1,2
CANTAREIRA,1,1,1,5
PONTELHAS,1,1,1,4
TV.PIAS,1,1,1,1575
VASCO DA GAMA,1,1,1,1538
CABEDA,1,1,1,29
S. MAMEDE,1,1,1,7
CLUBE TÉNIS PORTO,1,1,1,1544
CASTELOS,1,1,1,1539
CARVALHEIRO,1,1,1,13
ESTR. D. MIGUEL,1,1,1,57
JORGE DIAS,1,1,1,3
AMIAL,1,1,1,690.5714285714
CAPELA SRA. SAÚDE,1,1,1,1541
EDP,1,1,1,1539
MATERNIDADE,1,1,1,1539
FONTES,1,1,1,1546
ALFREDO KEIL,1,1,1,1539
RESTAURAÇÃO,1,1,1,1539
PEDRO MESQUITA,1,1,1,6
PRAIA MADALENA SUL,1,1,1,20
RECAREI BAIXO,1,1,1,11
REGADAS,1,1,1,4
OS JACINTOS,1,1,1,1
OS JACINTOS,1,1,1,1
PONTE MOVEL,1,1,1,1540
VILARINHA,1,1,1,1543
FLUVIAL,1,1,1,3
PADRE AMÉRICO,1,1,1,34
BICALHO,1,1,1,1538
BICALHO,1,1,1,1538
COTOVIAS,1,1,1,1538
CRISTOVÃO CERNACHE,1,1,1,8
ANTONIO ALEIXO,1,1,1,1545
VALADARES (EST),1,1,1,10
CORDOARIA VELHA,1,1,1,1539
PALÁCIO,1,1,1,1528
ANTÓNIO CARDOSO,1,1,1,316.8888888889
C.C. VIVACCI,1,1,1,13
MIMOSAS,1,1,1,1553
MANSO,1,1,1,1557
R. TENENTE VALADIM,1,1,1,8
SAIBREIRAS,1,1,1,1539
OUTEIRO,1,1,1,1545
BELA,1,1,1,1543
CRASTO,1,1,1,11
R. PADRE PORTO CARRERO,1,1,1,3
FUZELHAS,1,1,1,18
ESC.SEC.de RIO TINTO,1,1,1,1550
RIO LEÇA,1,1,1,19
ENXINHÃES,1,1,1,1541
ABELHEIRA,1,1,1,1543
LGO. DA CRUZ,1,1,1,1542
REGO D ÁGUA,1,1,1,18
FEIRA,1,1,1,9
ÁGUAS SANTAS,1,1,1,1541
JOÃO DE DEUS,1,1,1,1541
CEDRO,1,1,1,5
S.TA EULÁLIA,1,1,1,19
PASSAL,1,1,1,11
S.TA EULÁLIA,1,1,1,21
TV.CRUZES,1,1,1,1539
AKI,1,1,1,1539
FACULDADE DE ECONOMIA,1,1,1,1550
SOUTINHO,1,1,1,1541
PASSARIAS,1,1,1,26
BEATA MAFALDA,1,1,1,1543
CAVACO,0,0,0,0
S.TA CRUZ,0,0,0,0
FACULDADE DE ENGENHARIA,0,0,0,0
CASA DA MÚSICA (METRO),0,0,0,0
AGRAMONTE,0,0,0,0
BARREIRO,0,0,0,0
ALDEIA NOVA,0,0,0,0
FRANCOS (BOMBEIROS),0,0,0,0
VENDA NOVA,0,0,0,0
SÁ E MELO,0,0,0,0
C.SOCIAL SOUTELO,0,0,0,0
C.SOCIAL SOUTELO,0,0,0,0
URB. PRELADA,0,0,0,0
STO. OVÍDIO,0,0,0,0
PITADA,0,0,0,0
QUINTA NOVA,0,0,0,0
CORGA,0,0,0,0
SONHOS,0,0,0,0
PISCINA CAMPANHÃ,0,0,0,0
FÂNZERES (METRO),0,0,0,0
SERPA PINTO,0,0,0,0
S.RA DA SAÚDE,0,0,0,0
CAMPOLINHO,0,0,0,0
FÂNZERES (METRO),0,0,0,0
CASA DE RAMALDE,0,0,0,0
CEMITÉRIO PARANHOS,0,0,0,0
CEMITÉRIO PARANHOS,0,0,0,0
GATÕES,0,0,0,0
URB.SOUTELO,0,0,0,0
URB.SOUTELO,0,0,0,0
R.MARINHA,0,0,0,0
PONTE DE MOREIRA,0,0,0,0
PASSEIO ALEGRE,0,0,0,0
CARREIRA,0,0,0,0
MONFORTE,0,0,0,0
FREIXIEIRO (E.N.107),0,0,0,0
CAMILO C. BRANCO,0,0,0,0
BARCA,0,0,0,0
QUINTA BELA VISTA,0,0,0,0
STO.CONDESTÁVEL,0,0,0,0
VÁRZEA,0,0,0,0
GÁS,0,0,0,0
BAIRRO DA BIQUINHA,0,0,0,0
GÁS,0,0,0,0
SOUTO,0,0,0,0
HENRIQUE MACHADO,0,0,0,0
LOMBA,0,0,0,0
HENRIQUE MACHADO,0,0,0,0
ANTERO DE QUENTAL,0,0,0,0
ESTAMPARIA LAVADORES,0,0,0,0
MONTE PEDRO,0,0,0,0
MIRADOURO,0,0,0,0
BOAVISTA,0,0,0,0
MARIA LAMAS,0,0,0,0
LARGO DOS MOGOS,0,0,0,0
CONSELHEIRO VELOSO DA CRUZ,0,0,0,0
RIBEIRO TELES,0,0,0,0
AVILHÓ,0,0,0,0
QUINTA CHÃOS,0,0,0,0
CABO MUNDO,0,0,0,0
ERMIDA,0,0,0,0
BR. STO.EUGÉNIO (ESCOLA),0,0,0,0
MARQUÊS,0,0,0,0
MACAU,0,0,0,0
R. FONTE LODOSA,0,0,0,0
SRA.CAMPANHÃ,0,0,0,0
PONTE ARRÁBIDA,0,0,0,0
PONTE DA ARRÁBIDA,0,0,0,0
S. JOÃO BOSCO,0,0,0,0
HENRIQUE CERNACHE,0,0,0,0
RIO TINTO (ESC. SEC.),0,0,0,0
CABANAS,0,0,0,0
CABANAS,0,0,0,0
PEDRA VERDE,0,0,0,0
FONTE VILA,0,0,0,0
EZEQUIEL CAMPOS,0,0,0,0
SALGUEIROS,0,0,0,0
PICÃO,0,0,0,0
CONS.COSTA AROSO,0,0,0,0
ALBERTO O CANTADOR,0,0,0,0
AREIAS,0,0,0,0
HOSP.STO. ANTÓNIO,0,0,0,0
SRA.HORA (METRO),0,0,0,0
CALOUSTE GULBENKIAN,0,0,0,0
VILARINHO FREIRES,0,0,0,0
JÚLIO DINIS,0,0,0,0
URB. VILA D''ESTE,0,0,0,0
URB. VILA D ESTE,0,0,0,0
PINHAIS DA FOZ,0,0,0,0
LGO. ALJUBARROTA,0,0,0,0
ANTÓNIO J. ALMEIDA,0,0,0,0
LEVADA,0,0,0,0
LEVADA,0,0,0,0
PADRE DEHON,0,0,0,0
R.5,0,0,0,0
CASTELOS,0,0,0,0
IGREJA DE PARANHOS,0,0,0,0
PRAIA DO OURIGO,0,0,0,0
PONTE SECA,0,0,0,0
CASA DA PRELADA,0,0,0,0
CASA DA PRELADA,0,0,0,0
HOSP. S. JOÃO (URGÊNCIA),0,0,0,0
HOSP. S. JOÃO (URGÊNCIA),0,0,0,0
MONTE GRANDE,0,0,0,0
MONTE DA VIRGEM,0,0,0,0
TORRINHA,0,0,0,0
PEDRAS RUBRAS,0,0,0,0
CEMITÉRIO,0,0,0,0
TELHEIRA,0,0,0,0
PEDRAS RUBRAS,0,0,0,0
PASSEIO ALEGRE,0,0,0,0
NOEDA,0,0,0,0
IGREJA RIO TINTO,0,0,0,0
CONSTITUIÇÃO,0,0,0,0
ROT. DO BESSA,0,0,0,0
VIRIATO,0,0,0,0
S. MAMEDE (MERCADO),0,0,0,0
S.BENTO DA VITÓRIA,0,0,0,0
APDL,0,0,0,0
CHÃO VERDE,0,0,0,0
CHÃO VERDE,0,0,0,0
GUARDEIRAS,0,0,0,0
PINTO BESSA,0,0,0,0
RECAREI (SUL),0,0,0,0
TELHEIRO,0,0,0,0
CÂMARA DE GAIA,0,0,0,0
SEIXO,0,0,0,0
S.RA DA PAZ,0,0,0,0
LOMBA (GATÕES),0,0,0,0
S.PEDRO C. /PASSAL,0,0,0,0
